Study_Hours,Attendance_Percentage,Previous_Exam_Score,Assignment_Completion,Final_Exam_Score
3.0,68.0,45,62.0,44.4
7.5,63.0,44,44.0,57.7
2.6,74.0,59,71.0,45.8
5.5,70.0,74,85.0,63.6
9.2,64.0,81,64.0,78.1
7.9,62.0,43,57.0,54.4
6.0,56.0,53,69.0,57.5
9.0,61.0,69,41.0,65.0
1.6,85.0,45,62.0,42.3
5.3,53.0,91,57.0,61.8
9.3,62.0,72,52.0,67.7
5.2,77.0,48,83.0,50.7
1.6,52.0,69,55.0,40.2
6.4,95.0,86,65.0,71.8
7.1,81.0,61,50.0,64.7
6.2,96.0,35,46.0,49.3
7.5,94.0,65,50.0,64.8
9.0,59.0,36,82.0,58.0
3.0,54.0,56,,50.3
5.0,50.0,97,95.0,65.8
5.9,68.0,64,73.0,60.0
1.4,97.0,77,68.0,56.4
6.8,66.0,81,69.0,62.7
9.0,99.0,96,47.0,80.0
1.9,76.0,63,82.0,55.8
6.0,94.0,90,63.0,69.8
4.1,56.0,70,96.0,58.8
9.9,83.0,57,56.0,73.4
6.1,67.0,74,52.0,56.7
6.3,77.0,93,76.0,77.9
9.7,81.0,53,69.0,70.4
5.8,60.0,73,71.0,59.0
0.9,68.0,50,,37.3
8.4,53.0,67,48.0,60.8
6.8,99.0,54,45.0,63.3
4.6,55.0,72,54.0,49.8
6.9,74.0,89,65.0,76.3
3.4,69.0,57,76.0,50.4
1.8,99.0,60,56.0,46.9
1.3,86.0,94,74.0,57.7
1.4,83.0,91,84.0,58.9
4.9,77.0,94,66.0,73.0
0.8,99.0,88,45.0,58.8
2.8,82.0,82,48.0,58.3
1.0,75.0,51,65.0,43.7
5.4,53.0,45,43.0,43.3
6.1,68.0,96,84.0,71.3
6.9,97.0,41,84.0,58.3
5.2,64.0,54,59.0,53.3
8.2,89.0,60,47.0,61.3
5.4,65.0,61,46.0,53.4
1.0,57.0,73,65.0,46.2
8.6,66.0,91,94.0,80.7
0.7,59.0,65,50.0,41.4
5.1,68.0,47,77.0,52.1
7.1,56.0,94,66.0,73.9
1.6,74.0,36,77.0,37.7
6.4,52.0,80,48.0,60.7
9.8,72.0,99,94.0,89.9
5.5,82.0,43,51.0,52.9
3.7,95.0,52,57.0,55.3
1.1,91.0,96,64.0,65.4
7.2,82.0,68,48.0,66.5
6.1,75.0,43,42.0,46.0
6.8,81.0,95,60.0,76.7
7.5,65.0,48,97.0,64.9
9.7,54.0,42,79.0,58.6
4.7,73.0,38,99.0,48.2
1.8,90.0,60,52.0,46.0
2.4,60.0,90,92.0,60.3
0.7,,47,53.0,36.7
7.9,86.0,44,61.0,57.2
6.6,81.0,59,93.0,61.9
3.9,85.0,52,91.0,51.0
1.2,55.0,51,90.0,42.1
1.0,84.0,77,41.0,47.0
2.9,95.0,80,44.0,62.2
5.6,65.0,99,59.0,68.1
1.6,80.0,68,81.0,47.7
3.7,98.0,42,48.0,45.5
7.7,53.0,65,71.0,58.1
7.2,98.0,39,62.0,63.7
6.3,55.0,96,100.0,69.4
5.2,64.0,79,67.0,61.5
2.7,53.0,38,89.0,43.9
4.1,93.0,37,75.0,50.0
1.7,94.0,89,75.0,58.2
9.8,73.0,80,52.0,73.3
1.4,50.0,64,66.0,45.7
5.9,50.0,66,92.0,55.2
3.2,70.0,79,78.0,60.1
6.3,80.0,50,82.0,55.1
5.2,97.0,80,97.0,75.8
9.4,99.0,72,95.0,82.3
7.1,82.0,48,43.0,55.1
5.1,55.0,61,98.0,53.7
7.5,63.0,50,63.0,59.6
2.7,78.0,93,100.0,62.3
3.1,74.0,73,92.0,63.2
4.1,51.0,83,64.0,56.8
6.8,84.0,41,82.0,56.4
0.7,88.0,78,99.0,60.3
2.6,51.0,78,86.0,57.4
7.4,97.0,42,91.0,59.9
6.9,84.0,94,67.0,76.1
2.0,74.0,94,87.0,67.2
3.2,93.0,70,45.0,60.6
5.9,52.0,70,63.0,55.6
7.8,50.0,50,59.0,56.1
2.2,79.0,37,68.0,36.6
6.6,85.0,62,66.0,59.0
6.3,70.0,43,68.0,50.2
8.8,58.0,64,80.0,63.8
2.7,91.0,39,51.0,45.6
0.9,95.0,64,43.0,51.7
0.7,72.0,40,78.0,35.6
1.6,54.0,65,53.0,41.6
4.5,91.0,89,96.0,69.5
3.9,76.0,82,70.0,66.1
4.0,68.0,54,98.0,55.0
3.5,95.0,100,90.0,73.5
8.4,52.0,54,64.0,62.1
9.6,64.0,99,76.0,83.5
1.7,83.0,41,78.0,43.1
3.1,86.0,72,98.0,58.6
3.9,79.0,75,87.0,66.6
9.6,76.0,81,45.0,72.8
6.7,88.0,64,68.0,68.0
9.9,84.0,66,89.0,80.7
6.3,100.0,71,61.0,65.9
9.8,86.0,98,80.0,90.6
4.8,60.0,50,66.0,47.3
7.6,58.0,39,93.0,55.8
1.8,83.0,84,97.0,60.2
2.8,68.0,50,61.0,48.9
6.4,96.0,40,44.0,56.9
4.4,78.0,90,58.0,67.4
7.4,87.0,100,,73.3
6.9,79.0,83,60.0,69.2
9.5,56.0,64,59.0,66.1
5.5,82.0,89,58.0,66.5
1.9,97.0,61,67.0,52.4
1.4,68.0,56,47.0,39.3
2.1,66.0,48,99.0,43.8
5.7,82.0,56,41.0,56.2
5.6,62.0,35,71.0,50.9
9.4,86.0,89,86.0,82.7
9.2,95.0,50,68.0,72.4
1.8,67.0,49,62.0,44.7
1.2,60.0,99,61.0,53.9
7.9,95.0,75,97.0,81.4
8.0,70.0,59,93.0,67.4
9.5,90.0,36,55.0,58.4
6.9,66.0,95,49.0,70.2
1.8,90.0,46,100.0,49.5
4.6,81.0,61,85.0,55.8
4.1,87.0,65,80.0,58.0
8.8,64.0,72,82.0,71.1
3.9,80.0,72,46.0,53.2
7.8,76.0,92,60.0,72.4
9.6,92.0,49,62.0,70.0
5.1,81.0,87,83.0,66.6
9.0,100.0,87,43.0,79.4
4.4,78.0,89,65.0,62.9
2.6,90.0,40,59.0,44.0
5.6,99.0,49,100.0,67.3
5.6,96.0,37,91.0,55.6
3.9,99.0,43,81.0,49.0
9.9,84.0,85,95.0,86.2
4.1,76.0,62,75.0,58.2
0.7,83.0,48,72.0,41.3
3.4,64.0,66,42.0,46.9
6.7,58.0,69,95.0,60.6
7.7,76.0,37,40.0,55.4
1.4,87.0,85,52.0,58.9
4.5,97.0,37,59.0,47.8
6.7,80.0,83,58.0,68.5
3.1,68.0,99,55.0,61.0
9.5,98.0,48,68.0,66.4
2.7,73.0,96,76.0,59.5
6.5,55.0,47,75.0,50.2
2.9,59.0,86,79.0,61.7
7.7,53.0,98,56.0,71.2
0.8,94.0,87,95.0,56.1
8.0,84.0,98,60.0,83.6
5.1,85.0,45,98.0,53.1
7.7,60.0,50,50.0,52.8
8.9,81.0,56,80.0,71.7
5.7,75.0,36,58.0,45.2
8.9,67.0,76,79.0,77.0
3.3,93.0,61,91.0,59.4
2.9,79.0,61,99.0,53.9
9.3,60.0,95,40.0,73.1
9.9,50.0,74,84.0,69.6
3.6,53.0,94,78.0,58.4
2.6,90.0,36,99.0,44.9
4.5,96.0,74,63.0,64.6
5.6,92.0,60,44.0,59.4
2.2,86.0,48,48.0,47.2
3.6,99.0,70,91.0,65.7
2.5,50.0,64,53.0,40.7
2.1,50.0,76,44.0,50.7
4.7,92.0,95,60.0,68.2
4.2,99.0,84,85.0,68.9
5.5,88.0,62,50.0,63.4
8.5,85.0,91,71.0,81.4
9.0,91.0,79,51.0,70.6
6.9,96.0,89,53.0,75.3
2.3,73.0,57,99.0,53.9
5.5,50.0,74,61.0,53.6
9.3,88.0,69,42.0,72.5
10.0,95.0,67,57.0,76.6
8.7,80.0,93,71.0,76.6
5.7,56.0,39,63.0,42.5
7.5,58.0,45,66.0,58.5
7.3,70.0,47,94.0,61.2
6.3,51.0,77,93.0,66.6
2.1,87.0,81,73.0,53.8
6.8,53.0,43,52.0,53.1
1.3,78.0,40,57.0,39.6
6.5,50.0,74,57.0,60.5
8.4,55.0,94,45.0,67.9
2.3,87.0,37,89.0,42.4
4.9,96.0,66,59.0,64.6
2.3,98.0,51,59.0,44.5
1.8,70.0,87,54.0,57.9
9.8,66.0,91,56.0,73.8
7.8,83.0,92,93.0,81.5
8.4,74.0,54,74.0,65.3
6.6,93.0,71,53.0,64.9
7.6,67.0,46,72.0,60.8
0.8,57.0,58,70.0,37.6
4.1,87.0,39,60.0,50.0
0.6,76.0,95,61.0,54.3
3.9,60.0,94,74.0,60.4
4.8,86.0,90,86.0,69.7
4.0,71.0,96,83.0,66.6
2.7,82.0,48,66.0,46.3
6.1,60.0,100,50.0,73.1
9.5,62.0,52,48.0,63.4
1.4,100.0,53,91.0,49.9
6.8,62.0,57,59.0,55.3
4.6,96.0,66,49.0,61.0
5.0,72.0,47,70.0,52.3
5.0,74.0,94,85.0,67.8
3.5,58.0,86,89.0,59.3
8.8,88.0,85,74.0,74.8
6.1,64.0,57,89.0,56.6
0.5,88.0,85,98.0,54.5
0.9,69.0,90,45.0,50.2
3.2,74.0,96,42.0,58.5
4.3,83.0,48,69.0,55.1
6.7,75.0,36,50.0,49.1
4.8,81.0,86,67.0,68.9
6.5,88.0,92,72.0,73.6
5.6,73.0,49,90.0,53.6
8.8,55.0,54,40.0,56.6
2.4,89.0,93,67.0,58.8
5.2,73.0,41,96.0,54.6
6.9,99.0,38,74.0,57.0
4.7,69.0,39,78.0,44.7
4.3,61.0,45,74.0,43.6
4.6,67.0,79,69.0,62.8
8.4,96.0,93,42.0,74.2
9.8,90.0,47,64.0,67.9
6.5,69.0,89,65.0,64.8
6.7,55.0,90,47.0,68.7
6.3,84.0,66,84.0,68.9
7.7,77.0,70,87.0,72.2
0.9,75.0,58,,44.1
7.9,92.0,51,57.0,61.0
3.5,64.0,63,41.0,50.4
7.4,88.0,93,77.0,77.6
5.0,85.0,36,61.0,47.6
4.9,97.0,98,53.0,72.2
4.3,92.0,45,80.0,53.8
7.6,83.0,82,59.0,69.9
0.8,89.0,56,79.0,45.9
0.7,68.0,97,55.0,53.5
9.5,57.0,47,65.0,58.3
2.2,60.0,86,75.0,55.1
6.2,70.0,81,80.0,64.0
7.7,70.0,99,74.0,78.0
7.7,68.0,92,50.0,76.2
5.6,71.0,94,81.0,67.8
6.7,76.0,87,52.0,70.5
6.4,55.0,87,100.0,65.5
6.4,93.0,46,100.0,61.5
6.7,85.0,100,95.0,77.4
7.4,65.0,57,70.0,65.1
3.3,51.0,61,76.0,48.5
9.9,100.0,57,69.0,74.0
3.6,60.0,66,69.0,54.5
7.0,76.0,95,95.0,76.8
8.9,84.0,50,85.0,70.5
0.7,80.0,42,58.0,41.1
0.9,75.0,100,80.0,62.1
1.9,66.0,49,86.0,41.4
9.2,100.0,96,53.0,81.4
4.9,95.0,97,88.0,72.8
4.7,100.0,92,84.0,71.0
1.8,83.0,71,41.0,47.0
3.3,95.0,55,76.0,56.0
3.3,97.0,51,49.0,51.5
2.7,63.0,73,49.0,51.2
7.6,83.0,86,70.0,75.9
2.0,82.0,75,73.0,54.1
2.1,83.0,96,51.0,60.4
1.1,64.0,74,53.0,44.1
8.0,91.0,60,62.0,67.2
0.6,97.0,64,87.0,49.0
1.4,71.0,99,44.0,54.3
5.6,55.0,42,68.0,49.1
7.5,94.0,66,54.0,69.4
6.3,85.0,70,45.0,65.3
9.1,58.0,73,43.0,63.7
5.0,56.0,41,60.0,48.5
4.7,80.0,60,46.0,54.5
5.9,87.0,90,95.0,79.1
6.6,87.0,93,40.0,69.0
6.5,71.0,99,70.0,74.2
8.7,65.0,78,57.0,72.0
1.6,98.0,58,71.0,46.0
5.2,61.0,43,88.0,50.5
4.7,90.0,58,52.0,58.7
5.3,70.0,95,46.0,68.1
6.9,70.0,55,52.0,60.1
6.3,60.0,76,73.0,68.6
7.9,67.0,64,99.0,66.1
4.0,69.0,77,86.0,59.4
4.5,75.0,88,40.0,64.3
3.9,58.0,93,89.0,62.3
6.8,66.0,72,93.0,66.0
3.6,85.0,60,91.0,54.4
1.5,65.0,55,60.0,44.6
9.5,52.0,84,84.0,80.0
9.9,87.0,83,43.0,73.6
4.0,68.0,49,70.0,45.3
7.9,76.0,54,95.0,62.6
1.3,65.0,76,76.0,51.5
8.3,94.0,37,48.0,61.6
7.3,70.0,81,97.0,75.8
3.6,64.0,93,63.0,60.0
2.9,97.0,37,48.0,40.5
5.1,53.0,42,98.0,55.2
10.0,82.0,76,90.0,80.5
1.1,54.0,46,75.0,40.7
8.5,55.0,94,79.0,77.6
7.0,67.0,94,68.0,76.6
3.6,61.0,78,69.0,56.9
4.6,51.0,86,76.0,59.2
0.6,70.0,89,49.0,48.9
3.6,79.0,60,89.0,59.2
7.3,86.0,54,52.0,63.8
0.7,88.0,40,89.0,38.8
8.8,64.0,61,52.0,61.8
9.4,63.0,80,41.0,67.0
8.4,74.0,38,68.0,62.0
1.0,78.0,86,52.0,50.2
1.4,61.0,99,98.0,62.1
2.5,81.0,80,87.0,65.0
1.4,82.0,81,70.0,53.0
0.6,76.0,86,94.0,52.7
1.1,91.0,73,54.0,56.5
4.2,80.0,37,100.0,55.8
0.9,65.0,57,76.0,38.4
5.0,52.0,42,78.0,50.4
4.0,76.0,55,66.0,48.8
7.5,92.0,58,63.0,69.2
5.2,69.0,86,80.0,65.4
0.8,51.0,77,41.0,47.2
9.2,52.0,83,88.0,75.7
0.6,64.0,46,66.0,42.1
9.8,,91,48.0,83.7
5.0,66.0,51,60.0,52.5
7.3,80.0,98,87.0,82.9
5.4,59.0,63,82.0,53.5
8.9,56.0,66,54.0,62.1
7.2,79.0,69,88.0,73.1
1.9,97.0,39,87.0,50.9
2.4,61.0,36,49.0,37.5
4.3,50.0,96,70.0,66.6
9.7,75.0,92,53.0,78.8
7.6,91.0,100,99.0,82.9
3.7,81.0,93,82.0,63.3
3.0,100.0,81,67.0,64.2
2.7,79.0,49,47.0,45.1
3.4,77.0,45,95.0,55.2
8.9,82.0,59,49.0,69.6
7.5,72.0,54,76.0,65.6
3.9,64.0,56,63.0,46.2
8.7,64.0,54,74.0,68.1
3.1,75.0,72,64.0,59.1
4.9,58.0,73,40.0,50.3
2.5,96.0,43,43.0,47.0
2.0,65.0,85,90.0,54.4
2.9,72.0,44,54.0,47.6
1.7,97.0,54,53.0,46.9
0.6,57.0,74,73.0,42.6
6.8,69.0,50,74.0,60.3
9.8,96.0,78,96.0,81.3
9.0,57.0,94,67.0,77.2
8.0,98.0,72,54.0,71.9
9.6,73.0,65,95.0,77.7
4.6,53.0,48,95.0,53.3
9.1,90.0,100,61.0,83.2
1.3,56.0,97,55.0,55.1
3.0,99.0,97,75.0,70.2
8.8,92.0,83,42.0,76.3
9.6,86.0,47,47.0,69.1
7.2,88.0,88,92.0,76.8
8.0,79.0,39,100.0,61.3
4.6,51.0,62,76.0,49.7
3.3,76.0,38,86.0,46.1
7.0,72.0,66,57.0,62.0
9.9,66.0,55,53.0,65.8
7.5,98.0,79,89.0,80.1
3.7,89.0,64,60.0,59.3
6.6,70.0,98,80.0,71.8
7.2,72.0,78,91.0,70.7
2.1,51.0,49,52.0,39.3
5.8,98.0,57,65.0,62.8
7.3,92.0,86,94.0,76.0
4.3,74.0,48,94.0,58.0
3.3,86.0,45,60.0,52.7
5.7,92.0,70,41.0,61.9
2.8,64.0,91,81.0,64.0
9.7,89.0,96,93.0,87.3
2.3,61.0,86,80.0,57.9
3.0,100.0,81,91.0,68.7
9.3,65.0,75,74.0,71.4
8.7,94.0,66,90.0,75.6
8.0,82.0,95,74.0,77.4
7.3,95.0,63,69.0,65.6
4.7,87.0,90,44.0,70.1
5.8,53.0,79,70.0,65.5
1.1,96.0,70,76.0,51.5
6.2,77.0,52,65.0,54.4
6.9,71.0,64,76.0,66.6
7.8,93.0,75,95.0,71.3
3.9,57.0,44,79.0,41.7
2.3,88.0,57,93.0,50.2
1.6,55.0,47,100.0,41.9
8.1,74.0,95,48.0,78.5
2.2,77.0,67,71.0,47.9
3.8,91.0,45,61.0,49.6
8.9,53.0,42,83.0,57.9
5.5,50.0,76,64.0,56.7
4.1,54.0,57,52.0,48.8
9.8,56.0,54,78.0,64.5
8.5,99.0,57,72.0,66.7
0.9,84.0,50,91.0,50.4
7.0,87.0,56,97.0,62.5
6.3,71.0,93,99.0,76.4
9.5,92.0,43,61.0,63.0
5.2,100.0,86,42.0,66.3
8.2,92.0,47,94.0,67.4
5.5,86.0,85,88.0,71.7
4.8,62.0,72,100.0,63.1
5.2,81.0,48,60.0,53.8
9.9,99.0,71,89.0,82.9
2.3,55.0,74,97.0,54.8
6.6,97.0,41,74.0,54.4
3.8,84.0,41,92.0,54.4
5.5,61.0,100,63.0,70.8
4.8,61.0,63,85.0,54.9
5.9,89.0,36,42.0,54.4
9.3,50.0,65,82.0,70.8
9.9,64.0,82,98.0,83.1
2.8,92.0,68,96.0,63.9
9.1,69.0,61,100.0,75.0
7.1,76.0,87,64.0,69.5
5.1,88.0,36,80.0,54.2
1.7,94.0,63,44.0,50.4
5.1,61.0,76,50.0,62.3
9.3,75.0,71,74.0,71.1
7.7,75.0,60,100.0,63.9
5.4,52.0,95,70.0,62.2
2.3,98.0,43,55.0,45.1
4.7,99.0,40,82.0,59.2
2.5,70.0,40,76.0,37.9
2.9,61.0,79,69.0,52.0
2.0,68.0,99,44.0,55.0
7.4,51.0,91,44.0,70.5
2.0,85.0,75,43.0,48.4
0.7,96.0,56,86.0,53.5
1.5,64.0,35,64.0,30.7
5.9,64.0,39,76.0,51.3
5.0,86.0,84,58.0,67.7
2.8,81.0,67,62.0,58.1
9.0,79.0,81,54.0,70.7
9.7,66.0,55,63.0,68.3
0.9,76.0,64,65.0,42.7
4.4,76.0,93,86.0,68.4
3.7,92.0,86,48.0,65.0
2.3,62.0,81,97.0,57.2
4.1,69.0,62,65.0,49.8
3.4,99.0,87,43.0,59.9
6.8,83.0,90,51.0,76.0
5.9,61.0,69,87.0,63.9
6.0,62.0,54,66.0,52.9
7.7,81.0,75,79.0,76.2
8.8,93.0,47,90.0,64.3
8.8,71.0,46,60.0,65.0
9.6,69.0,43,63.0,63.1
4.7,71.0,57,58.0,50.9
8.9,60.0,88,47.0,72.5
5.7,80.0,70,84.0,68.4
9.5,78.0,47,88.0,63.0
5.0,99.0,37,77.0,55.9
6.1,61.0,92,97.0,67.1
3.8,71.0,45,96.0,49.4
6.9,59.0,49,99.0,61.9
3.5,95.0,45,62.0,51.1
9.0,76.0,56,63.0,69.6
5.4,51.0,97,60.0,69.5
3.4,78.0,90,61.0,57.8
4.9,55.0,77,75.0,54.9
0.6,86.0,37,59.0,36.0
0.8,93.0,69,84.0,52.0
9.9,77.0,87,85.0,80.7
5.7,81.0,71,57.0,58.1
8.2,70.0,100,97.0,78.3
1.5,54.0,57,63.0,37.1
1.3,54.0,36,86.0,31.4
6.4,59.0,93,80.0,74.4
1.7,95.0,52,52.0,50.5
7.3,55.0,35,67.0,53.5
1.3,70.0,59,70.0,48.5
7.2,80.0,71,86.0,71.5
2.3,50.0,45,51.0,42.1
6.0,62.0,50,84.0,58.2
7.7,64.0,55,65.0,61.5
5.3,68.0,62,67.0,54.3
0.6,93.0,67,58.0,51.4
3.8,96.0,42,79.0,54.7
9.0,78.0,36,87.0,64.0
9.2,94.0,43,76.0,64.5
7.6,80.0,82,71.0,70.9
7.6,64.0,56,42.0,59.3
3.6,100.0,86,69.0,70.1
7.5,74.0,88,100.0,72.4
9.9,90.0,54,65.0,69.3
9.1,59.0,58,53.0,58.7
3.7,51.0,98,65.0,58.2
3.1,62.0,97,78.0,65.4
2.0,92.0,42,62.0,48.9
5.0,68.0,53,55.0,51.6
5.2,69.0,55,61.0,54.9
1.7,58.0,71,61.0,49.6
4.0,80.0,43,41.0,45.0
3.6,64.0,75,80.0,61.6
5.8,86.0,77,84.0,65.7
6.5,64.0,65,92.0,66.7
0.7,82.0,47,64.0,43.4
5.2,88.0,69,44.0,59.3
3.1,59.0,81,94.0,61.7
0.5,72.0,96,75.0,53.4
9.9,88.0,60,92.0,78.7
6.2,68.0,42,87.0,58.6
2.9,74.0,89,84.0,65.9
1.9,51.0,38,81.0,39.0
7.9,59.0,92,80.0,73.4
3.5,67.0,93,57.0,58.2
6.1,70.0,37,47.0,43.8
1.8,96.0,83,75.0,55.6
2.2,89.0,39,81.0,43.4
8.9,53.0,51,71.0,56.5
5.5,95.0,65,45.0,63.2
4.4,98.0,43,71.0,52.5
8.0,94.0,54,75.0,70.4
1.6,66.0,64,55.0,40.9
6.6,94.0,63,70.0,61.3
1.9,58.0,99,60.0,55.8
0.7,98.0,72,71.0,48.6
1.1,62.0,39,53.0,31.5
1.3,73.0,100,97.0,66.7
0.6,90.0,71,57.0,50.1
2.4,88.0,67,61.0,50.3
6.7,78.0,38,68.0,55.3
4.4,61.0,49,42.0,44.4
2.5,98.0,73,93.0,63.2
3.4,79.0,41,81.0,49.1
2.9,82.0,38,59.0,38.4
2.5,96.0,84,86.0,62.3
2.1,81.0,96,75.0,64.0
9.4,54.0,48,96.0,59.4
0.6,67.0,35,59.0,32.5
1.4,73.0,62,81.0,45.4
1.2,76.0,37,59.0,39.8
3.0,63.0,50,98.0,50.4
8.9,80.0,57,40.0,60.2
8.9,94.0,69,57.0,68.1
7.1,63.0,43,65.0,55.9
8.4,76.0,57,40.0,62.7
7.8,67.0,71,86.0,68.9
3.1,62.0,65,,52.1
8.8,77.0,97,90.0,80.6
4.0,88.0,82,69.0,67.2
9.1,96.0,53,60.0,70.9
4.3,79.0,79,89.0,62.5
5.2,84.0,87,63.0,72.3
1.8,72.0,94,68.0,61.6
0.9,82.0,53,78.0,43.6
8.6,86.0,52,92.0,71.7
8.3,,99,74.0,72.4
9.4,92.0,56,87.0,70.2
1.6,96.0,82,75.0,63.8
2.6,72.0,87,84.0,63.3
4.8,94.0,59,85.0,56.2
1.5,59.0,44,84.0,44.8
8.3,84.0,47,100.0,70.0
1.7,61.0,44,44.0,34.0
3.9,75.0,36,84.0,48.1
3.4,89.0,96,80.0,69.9
0.8,70.0,79,41.0,45.0
7.7,99.0,47,67.0,65.8
9.7,81.0,38,64.0,58.1
5.0,84.0,46,45.0,48.1
1.4,74.0,78,55.0,52.2
5.7,95.0,92,53.0,72.8
6.1,93.0,38,99.0,59.1
3.1,86.0,84,91.0,68.7
6.1,94.0,97,51.0,78.1
3.3,71.0,89,47.0,60.7
5.1,65.0,35,64.0,48.7
7.8,52.0,73,51.0,60.1
5.2,95.0,91,91.0,76.4
1.8,97.0,38,68.0,43.9
7.2,94.0,82,80.0,75.8
4.6,94.0,89,44.0,61.9
3.9,75.0,99,98.0,68.3
0.7,55.0,58,82.0,39.0
5.8,80.0,43,90.0,58.1
0.9,62.0,53,59.0,35.6
1.1,100.0,36,47.0,39.6
3.4,58.0,75,98.0,55.4
6.8,80.0,96,53.0,69.4
5.6,54.0,53,82.0,50.1
1.1,82.0,44,76.0,39.0
6.4,64.0,68,66.0,56.8
7.9,51.0,59,82.0,64.1
8.4,64.0,51,70.0,62.4
6.6,98.0,55,55.0,63.0
4.6,51.0,88,44.0,58.8
7.8,52.0,82,57.0,65.7
9.2,69.0,76,98.0,74.6
4.2,94.0,52,70.0,53.7
5.6,89.0,43,56.0,54.8
6.1,64.0,75,99.0,70.8
3.8,69.0,59,92.0,53.1
6.2,92.0,59,89.0,66.4
7.0,62.0,81,85.0,69.7
6.0,61.0,50,86.0,57.8
6.2,90.0,78,51.0,70.9
4.2,95.0,69,99.0,65.6
6.3,,50,64.0,57.8
2.3,66.0,98,69.0,65.2
5.4,76.0,60,57.0,52.1
6.2,80.0,90,64.0,69.1
7.7,53.0,40,94.0,52.1
1.7,56.0,89,53.0,47.7
1.6,89.0,70,58.0,51.3
5.9,67.0,80,93.0,65.1
7.7,60.0,84,53.0,68.5
5.9,89.0,69,91.0,67.5
2.6,79.0,56,97.0,49.5
2.8,69.0,90,77.0,64.6
2.7,55.0,87,85.0,57.6
8.6,98.0,83,41.0,76.1
5.2,100.0,78,60.0,62.3
4.7,63.0,82,49.0,61.1
4.1,100.0,86,53.0,63.1
7.3,64.0,83,78.0,74.1
5.9,91.0,43,68.0,58.2
3.9,51.0,97,67.0,64.3
2.9,64.0,69,63.0,55.5
2.6,87.0,60,94.0,50.6
2.7,95.0,55,45.0,50.5
5.5,66.0,92,49.0,63.3
9.2,64.0,87,59.0,71.5
6.4,86.0,57,58.0,60.8
2.7,62.0,44,44.0,42.1
5.6,99.0,94,75.0,78.0
9.4,65.0,36,60.0,61.4
0.7,82.0,42,65.0,35.6
1.8,88.0,82,76.0,61.5
7.2,95.0,66,50.0,67.8
4.1,50.0,71,69.0,53.9
5.7,96.0,86,96.0,75.1
3.9,88.0,86,88.0,64.9
8.7,58.0,39,53.0,50.5
1.6,76.0,83,64.0,52.9
7.6,63.0,90,89.0,76.2
8.0,97.0,52,81.0,70.7
9.1,78.0,67,71.0,70.5
2.4,58.0,88,43.0,50.6
1.5,73.0,41,62.0,38.8
4.6,88.0,72,62.0,64.6
9.8,80.0,43,62.0,62.6
0.6,56.0,53,87.0,42.9
2.6,83.0,82,41.0,55.3
3.8,70.0,71,63.0,51.2
4.7,81.0,90,88.0,69.9
7.6,82.0,43,49.0,61.3
4.7,96.0,69,49.0,56.9
4.1,75.0,63,42.0,47.5
4.5,62.0,88,91.0,68.7
2.9,63.0,35,44.0,33.6
8.0,64.0,94,98.0,83.4
1.3,79.0,78,79.0,56.9
9.6,86.0,77,80.0,80.6
8.4,87.0,70,91.0,75.5
0.7,80.0,69,61.0,52.2
9.9,53.0,73,91.0,77.4
2.6,100.0,63,96.0,63.4
1.4,84.0,99,63.0,60.4
3.3,65.0,55,79.0,49.5
3.5,53.0,90,65.0,61.8
0.8,73.0,50,59.0,37.3
9.6,87.0,62,65.0,71.3
8.1,71.0,55,78.0,62.3
1.3,100.0,36,49.0,40.5
9.7,94.0,54,43.0,63.2
9.8,73.0,80,82.0,79.1
3.6,52.0,45,42.0,41.4
2.1,75.0,97,46.0,56.5
1.2,89.0,71,48.0,45.6
6.6,94.0,100,46.0,75.9
4.2,71.0,55,84.0,53.6
3.4,91.0,86,66.0,67.0
3.4,70.0,61,55.0,49.7
1.1,57.0,53,46.0,42.4
3.2,71.0,75,77.0,54.6
9.3,92.0,73,99.0,82.1
4.0,75.0,59,62.0,48.5
2.9,61.0,98,69.0,63.3
3.6,58.0,76,87.0,62.2
9.2,86.0,58,40.0,70.0
1.4,71.0,53,42.0,44.1
9.6,62.0,58,,61.6
3.8,89.0,82,61.0,57.7
5.3,63.0,53,61.0,53.9
3.1,75.0,60,67.0,53.9
9.7,87.0,72,74.0,81.9
0.7,87.0,43,70.0,44.4
8.9,86.0,64,99.0,72.8
3.4,91.0,39,92.0,47.9
3.0,83.0,64,42.0,48.0
0.5,53.0,44,91.0,40.3
9.4,51.0,99,95.0,86.1
3.4,88.0,41,71.0,53.1
3.2,57.0,65,99.0,58.7
5.7,62.0,36,83.0,49.0
5.1,56.0,51,99.0,56.6
6.9,76.0,55,97.0,63.2
7.8,68.0,74,74.0,70.8
2.0,57.0,35,55.0,30.4
3.1,61.0,49,88.0,46.9
7.9,79.0,100,47.0,76.8
3.9,55.0,80,51.0,53.8
7.4,89.0,46,44.0,54.7
7.1,62.0,96,99.0,79.1
4.2,98.0,90,46.0,69.5
2.1,89.0,96,89.0,67.0
7.6,92.0,98,75.0,83.8
2.4,52.0,39,68.0,34.8
6.8,73.0,78,,69.9
4.9,58.0,47,78.0,50.2
5.0,85.0,78,47.0,63.5
3.5,69.0,89,58.0,55.7
6.8,58.0,68,92.0,63.1
4.4,54.0,81,44.0,55.7
0.7,68.0,76,51.0,49.0
6.2,56.0,81,47.0,57.4
8.9,61.0,62,77.0,69.8
8.5,85.0,45,91.0,67.9
